Organism,Compound Name,Chemical Formula,Mol. Wt.,SMILES,Common-Name,Object ID
PPUT160488,CPD-259,C6H7N1O1,109.127,C1(\C(\N)=C/C=C(\C=1)/O),4-aminophenol,CPD-259
YARROWIA,CPD-259,C6H7N1O1,109.127,C1(\C(\N)=C/C=C(\C=1)/O),4-aminophenol,CPD-259
ECOLI,CPD0-2527,C7H9N1O1,123.154,COC1(\C=C/C(/N)=C\C=1),4-anisidine,CPD0-2527
ECOLI,CPD0-1941,C5H12N2O2,132.162,C[NH+](C)CC(N)C([O-])=O,4-aza-DL-leucine,CPD0-1941
GCF_000014565,CPD-18745,C12H11O3Br1,283.121,C2(\C=C/C(/OC1(\[C@@H](O)[C@@H](O)/C=C(/C=1)/Br))=C\C=2),"4-bromo-2,3-dihydrodiol-diphenyl ether",CPD-18745
GCF_000014565,CPD-18746,C12H9O3Br1,281.105,C2(\C=C/C(/OC1(\C(\O)=C(/C=C(/C=1)/Br)\O))=C\C=2),"4-bromo-2,3-dihydroxydiphenyl ether",CPD-18746
GCF_000014565,CPD-18743,C12H9O1Br1,249.106,C2(\C=C/C(/OC1(\C=C/C=C(/C=1)/Br))=C\C=2),4-bromodiphenyl ether,CPD-18743
GCF_000014565,CPD-18749,C6H5O1Br1,173.009,C1(\C(\Br)=C/C=C(\C=1)/O),4-bromophenol,CPD-18749
PPUT160488,CPD-13530,C8H6O7,214.131,COC(\C=C(\C=C(C(=O)[O-])/O)/C([O-])=O)=O,"4-carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate",CPD-13530
ECOLI,4-CARBOXYBENZALDEHYDE,C8H5O3,149.126,C(C1(\C=C/C(/C(=O)[O-])=C\C=1))=O,4-carboxybenzaldehyde,4-CARBOXYBENZALDEHYDE
GCF_000014565,CPD-10646,C7H5O4Cl1,188.567,CC(\C([O-])=O)=C\C(\Cl)=C/C([O-])=O,"4-chloro-2-methyl-<i>cis,cis</i>-muconate",CPD-10646
ECOLI,CPD0-1250,C6H2N3O3Cl1,199.553,C1(/C=C(C2(\C(\C(\Cl)=1)=N/O\N=2))/[N+](=O)[O-]),4-chloro-7-nitrobenzofurazan,CPD0-1250
GCF_000014565,CPD-9152,C6H5O2Cl1,144.557,C1(/C=C(C(/O)=C\C(\Cl)=1)/O),4-chlorocatechol,CPD-9152
GCF_000046845,CPD-9152,C6H5O2Cl1,144.557,C1(/C=C(C(/O)=C\C(\Cl)=1)/O),4-chlorocatechol,CPD-9152
GCF_000014565,CPD-10870,C6H5O1Cl1,128.558,C1(/C=C(\C=C/C(/Cl)=1)/O),4-chlorophenol,CPD-10870
GCF_000014565,CPD-10576,C7H4O3Cl1,171.56,C(C1(/C=C\C(\Cl)=C/C(/O)=1))([O-])=O,4-chlorosalicylate,CPD-10576
GCF_000046845,CPD-10576,C7H4O3Cl1,171.56,C(C1(/C=C\C(\Cl)=C/C(/O)=1))([O-])=O,4-chlorosalicylate,CPD-10576
GCF_000014565,COUMARATE,C9H7O3,163.152,C(=O)([O-])/C=C/C1(\C=C/C(/O)=C\C=1),4-coumarate,COUMARATE
GCF_000046845,COUMARATE,C9H7O3,163.152,C(=O)([O-])/C=C/C1(\C=C/C(/O)=C\C=1),4-coumarate,COUMARATE
GCF_009937745,COUMARATE,C9H7O3,163.152,C(=O)([O-])/C=C/C1(\C=C/C(/O)=C\C=1),4-coumarate,COUMARATE
PPUT160488,COUMARATE,C9H7O3,163.152,C(=O)([O-])/C=C/C1(\C=C/C(/O)=C\C=1),4-coumarate,COUMARATE
YEAST,COUMARATE,C9H7O3,163.152,C(=O)([O-])/C=C/C1(\C=C/C(/O)=C\C=1),4-coumarate,COUMARATE
YEAST,COUMARYL-ALCOHOL,C9H10O2,150.177,C(/CO)=C\C1(\C=C/C(/O)=C\C=1),4-coumaryl alcohol,COUMARYL-ALCOHOL
PPUT160488,CPD-22637,C10H20O1,156.267,CCCCCCC(=O)CCC,4-decanone,CPD-22637
PPUT160488,CPD-17709,C12H14O12,350.235,C(C1(\O[C@H]([C@H]([C@H](\C=1)O)O)O[C@@H]2([C@@H](O[C@H]([C@H]([C@H]2O)O)O)C([O-])=O)))([O-])=O,4-deoxy-&alpha;-L-<i>erythro</i>-hex-4-enopyranuronate-&alpha;-L-guluronate,CPD-17709
PPUT160488,CPD-17708,C12H14O12,350.235,C(C1(\O[C@H]([C@H]([C@H](\C=1)O)O)O[C@@H]2([C@H](O[C@H]([C@H]([C@H]2O)O)O)C([O-])=O)))([O-])=O,4-deoxy-&alpha;-L-<i>erythro</i>-hex-4-enopyranuronate-&beta;-D-mannuronate,CPD-17708
ECOLI,CPD0-1612,C6H8O7,192.125,C(=O)([C@H](O)[C@@H](O)C[C@H](O)C(=O)[O-])[O-],4-deoxy-D-glucarate,CPD0-1612
PPUT160488,CPD-17705,C6H7O6,175.118,C(C1(\OC([C@H]([C@H](\C=1)O)O)O))([O-])=O,4-deoxy-L-<i>erythro</i>-hex-4-enopyranuronate,CPD-17705
GCF_009937745,CPD-13122,C6H7O6,175.118,C(C1(\OC([C@@H]([C@H](\C=1)O)O)O))([O-])=O,4-deoxy-L-<i>threo</i>-hex-4-enopyranuronate,CPD-13122
MED4,CPD-13122,C6H7O6,175.118,C(C1(\OC([C@@H]([C@H](\C=1)O)O)O))([O-])=O,4-deoxy-L-<i>threo</i>-hex-4-enopyranuronate,CPD-13122
ECOLI,CPD0-1605,C8H11N1O2,153.18,CC1(/C(/CO)=C\N=C(C)/C(/O)=1),4-deoxypyridoxine,CPD0-1605
ECOLI,CPD0-1221,C8H10N1O5P1,231.144,CC1(/C(/COP(=O)([O-])[O-])=C\N=C(C)/C(/O)=1),4-deoxypyridoxine 5'-phosphate,CPD0-1221
ECOLI,CPD0-2528,C8H11N1O1,137.181,CCOC1(\C=C/C(/N)=C\C=1),4-ethoxyaniline,CPD0-2528
ECOLI,CPD0-922,C11H11N2O2F1,222.218,C1(\NC2(\C=C/C=C(C(\C(/C[C@H]([NH3+])C([O-])=O)=1)=2)/F)),4-fluoro-L-tryptophan,CPD0-922
GCF_000014565,4-FUMARYL-ACETOACETATE,C8H6O6,198.132,C([O-])(=O)/C=C/C(=O)CC(=O)CC([O-])=O,4-fumaryl-acetoacetate,4-FUMARYL-ACETOACETATE
PPUT160488,4-FUMARYL-ACETOACETATE,C8H6O6,198.132,C([O-])(=O)/C=C/C(=O)CC(=O)CC([O-])=O,4-fumaryl-acetoacetate,4-FUMARYL-ACETOACETATE
MTBH37RV,4-GUANIDO-BUTYRAMIDE,C5H13N4O1,145.184,C(NC(N)=[NH2+])CCC(=O)N,4-guanidinobutanamide,4-GUANIDO-BUTYRAMIDE
YEAST,4-GUANIDO-BUTYRAMIDE,C5H13N4O1,145.184,C(NC(N)=[NH2+])CCC(=O)N,4-guanidinobutanamide,4-GUANIDO-BUTYRAMIDE
GCF_000014565,CPD-592,C5H11N3O2,145.161,C([O-])(=O)CCCNC(N)=[NH2+],4-guanidinobutanoate,CPD-592
GCF_000046845,CPD-592,C5H11N3O2,145.161,C([O-])(=O)CCCNC(N)=[NH2+],4-guanidinobutanoate,CPD-592
GCF_009937745,CPD-592,C5H11N3O2,145.161,C([O-])(=O)CCCNC(N)=[NH2+],4-guanidinobutanoate,CPD-592
MTBH37RV,CPD-592,C5H11N3O2,145.161,C([O-])(=O)CCCNC(N)=[NH2+],4-guanidinobutanoate,CPD-592
PPUT160488,CPD-592,C5H11N3O2,145.161,C([O-])(=O)CCCNC(N)=[NH2+],4-guanidinobutanoate,CPD-592
YARROWIA,CPD-592,C5H11N3O2,145.161,C([O-])(=O)CCCNC(N)=[NH2+],4-guanidinobutanoate,CPD-592
YEAST,CPD-592,C5H11N3O2,145.161,C([O-])(=O)CCCNC(N)=[NH2+],4-guanidinobutanoate,CPD-592
GCF_000014565,CPD-825,C5H12N3O1,130.169,C(CCC=O)NC(N)=[NH2+],4-guanidinobutyraldehyde,CPD-825
PPUT160488,CPD-825,C5H12N3O1,130.169,C(CCC=O)NC(N)=[NH2+],4-guanidinobutyraldehyde,CPD-825
GCF_000014565,4-GUANIDO-BUTYRAMIDE,C5H13N4O1,145.184,C(NC(N)=[NH2+])CCC(=O)N,4-guanidinobutyramide,4-GUANIDO-BUTYRAMIDE
GCF_000046845,4-GUANIDO-BUTYRAMIDE,C5H13N4O1,145.184,C(NC(N)=[NH2+])CCC(=O)N,4-guanidinobutyramide,4-GUANIDO-BUTYRAMIDE
GCF_009937745,4-GUANIDO-BUTYRAMIDE,C5H13N4O1,145.184,C(NC(N)=[NH2+])CCC(=O)N,4-guanidinobutyramide,4-GUANIDO-BUTYRAMIDE
PPUT160488,4-GUANIDO-BUTYRAMIDE,C5H13N4O1,145.184,C(NC(N)=[NH2+])CCC(=O)N,4-guanidinobutyramide,4-GUANIDO-BUTYRAMIDE
YARROWIA,4-GUANIDO-BUTYRAMIDE,C5H13N4O1,145.184,C(NC(N)=[NH2+])CCC(=O)N,4-guanidinobutyramide,4-GUANIDO-BUTYRAMIDE
GCF_000014565,CPD-17012,C9H8N2O2,176.174,C2(\NC(/C1(/NC(\C=O)=C(\C=1)/O))=C/C=2),"4-hydroxy-2,2'-bipyrrole-5-carbaldehyde",CPD-17012
GCF_000014565,CPD-17011,C9H10N2O2,178.19,C2(\NC(/C1(/NC(\CO)=C(\C=1)/O))=C/C=2),"4-hydroxy-2,2'-bipyrrole-5-methanol",CPD-17011
PPUT160488,CPD-10806,C9H16O2,156.224,CCCCCC(O)/C=C/C=O,4-hydroxy-2-nonenal,CPD-10806
YARROWIA,CPD-10806,C9H16O2,156.224,CCCCCC(O)/C=C/C=O,4-hydroxy-2-nonenal,CPD-10806
YARROWIA,CPD-14707,C14H24N1O5S1,318.407,CCCCCC(O)C(CC=O)SC[C@H](NC(C)=O)C(=O)[O-],4-hydroxy-2-nonenal-<i>N</i>-acetyl-L-cysteine,CPD-14707
YARROWIA,CPD-14705,C14H26N2O5S1,334.43,CCCCCC(O)C(CC=O)SCC([NH3+])C(=O)NCC([O-])=O,4-hydroxy-2-nonenal-[Cys-Gly] conjugate,CPD-14705
YARROWIA,CPD-14706,C12H23N1O4S1,277.378,CCCCCC(O)C(CC=O)SCC([NH3+])C(=O)[O-],4-hydroxy-2-nonenal-[L-Cys] conjugate,CPD-14706
ECOLI,CPD-15015,C5H4O6,160.083,C(C(=O)C([O-])=O)C(C([O-])=O)O,4-hydroxy-2-oxoglutarate,CPD-15015
GCF_000014565,CPD-15015,C5H4O6,160.083,C(C(=O)C([O-])=O)C(C([O-])=O)O,4-hydroxy-2-oxoglutarate,CPD-15015
GCF_000046845,CPD-15015,C5H4O6,160.083,C(C(=O)C([O-])=O)C(C([O-])=O)O,4-hydroxy-2-oxoglutarate,CPD-15015
GCF_009937745,CPD-15015,C5H4O6,160.083,C(C(=O)C([O-])=O)C(C([O-])=O)O,4-hydroxy-2-oxoglutarate,CPD-15015
MTBH37RV,CPD-15015,C5H4O6,160.083,C(C(=O)C([O-])=O)C(C([O-])=O)O,4-hydroxy-2-oxoglutarate,CPD-15015
PPUT160488,CPD-15015,C5H4O6,160.083,C(C(=O)C([O-])=O)C(C([O-])=O)O,4-hydroxy-2-oxoglutarate,CPD-15015
YARROWIA,CPD-15015,C5H4O6,160.083,C(C(=O)C([O-])=O)C(C([O-])=O)O,4-hydroxy-2-oxoglutarate,CPD-15015
YEAST,CPD-15015,C5H4O6,160.083,C(C(=O)C([O-])=O)C(C([O-])=O)O,4-hydroxy-2-oxoglutarate,CPD-15015
ECOLI,CPD-21381,C6H9O4,145.135,CCC(O)CC(=O)C(=O)[O-],4-hydroxy-2-oxohexanoate,CPD-21381
GCF_000014565,CPD-21381,C6H9O4,145.135,CCC(O)CC(=O)C(=O)[O-],4-hydroxy-2-oxohexanoate,CPD-21381
GCF_000046845,CPD-21381,C6H9O4,145.135,CCC(O)CC(=O)C(=O)[O-],4-hydroxy-2-oxohexanoate,CPD-21381
GCF_009937745,CPD-21381,C6H9O4,145.135,CCC(O)CC(=O)C(=O)[O-],4-hydroxy-2-oxohexanoate,CPD-21381
MTBH37RV,CPD-21381,C6H9O4,145.135,CCC(O)CC(=O)C(=O)[O-],4-hydroxy-2-oxohexanoate,CPD-21381
PPUT160488,CPD-21381,C6H9O4,145.135,CCC(O)CC(=O)C(=O)[O-],4-hydroxy-2-oxohexanoate,CPD-21381
YARROWIA,CPD-21381,C6H9O4,145.135,CCC(O)CC(=O)C(=O)[O-],4-hydroxy-2-oxohexanoate,CPD-21381
YEAST,CPD-21381,C6H9O4,145.135,CCC(O)CC(=O)C(=O)[O-],4-hydroxy-2-oxohexanoate,CPD-21381
ECOLI,CPD-21382,C5H7O4,131.108,CC(O)CC(=O)C(=O)[O-],4-hydroxy-2-oxopentanoate,CPD-21382
GCF_000014565,CPD-21382,C5H7O4,131.108,CC(O)CC(=O)C(=O)[O-],4-hydroxy-2-oxopentanoate,CPD-21382
GCF_000046845,CPD-21382,C5H7O4,131.108,CC(O)CC(=O)C(=O)[O-],4-hydroxy-2-oxopentanoate,CPD-21382
GCF_009937745,CPD-21382,C5H7O4,131.108,CC(O)CC(=O)C(=O)[O-],4-hydroxy-2-oxopentanoate,CPD-21382
MTBH37RV,CPD-21382,C5H7O4,131.108,CC(O)CC(=O)C(=O)[O-],4-hydroxy-2-oxopentanoate,CPD-21382
PPUT160488,CPD-21382,C5H7O4,131.108,CC(O)CC(=O)C(=O)[O-],4-hydroxy-2-oxopentanoate,CPD-21382
YARROWIA,CPD-21382,C5H7O4,131.108,CC(O)CC(=O)C(=O)[O-],4-hydroxy-2-oxopentanoate,CPD-21382
YEAST,CPD-21382,C5H7O4,131.108,CC(O)CC(=O)C(=O)[O-],4-hydroxy-2-oxopentanoate,CPD-21382
ECOLI,CPD-22978,C5H7O6P1,194.08,C(=O)/C=C/C(COP([O-])(=O)[O-])O,4-hydroxy-2-pentenal-5-phosphate,CPD-22978
ECOLI,CPD0-2624,C8H7N1O4,181.148,C(=O)CC1(\C=C/C(/O)=C(\C=1)/[N+]([O-])=O),4-hydroxy-3-nitrophenylacetaldehyde,CPD0-2624
ECOLI,CPD-187,C6H6O6,174.11,CC(O)(CC(C([O-])=O)=O)C([O-])=O,4-hydroxy-4-methyl-2-oxoglutarate,CPD-187
GCF_000014565,CPD-187,C6H6O6,174.11,CC(O)(CC(C([O-])=O)=O)C([O-])=O,4-hydroxy-4-methyl-2-oxoglutarate,CPD-187
GCF_000046845,CPD-187,C6H6O6,174.11,CC(O)(CC(C([O-])=O)=O)C([O-])=O,4-hydroxy-4-methyl-2-oxoglutarate,CPD-187
GCF_009937745,CPD-187,C6H6O6,174.11,CC(O)(CC(C([O-])=O)=O)C([O-])=O,4-hydroxy-4-methyl-2-oxoglutarate,CPD-187
MTBH37RV,CPD-187,C6H6O6,174.11,CC(O)(CC(C([O-])=O)=O)C([O-])=O,4-hydroxy-4-methyl-2-oxoglutarate,CPD-187
PPUT160488,CPD-187,C6H6O6,174.11,CC(O)(CC(C([O-])=O)=O)C([O-])=O,4-hydroxy-4-methyl-2-oxoglutarate,CPD-187
YARROWIA,CPD-187,C6H6O6,174.11,CC(O)(CC(C([O-])=O)=O)C([O-])=O,4-hydroxy-4-methyl-2-oxoglutarate,CPD-187
YEAST,CPD-187,C6H6O6,174.11,CC(O)(CC(C([O-])=O)=O)C([O-])=O,4-hydroxy-4-methyl-2-oxoglutarate,CPD-187
ECOLI,CPD-10205,C6H6O3,126.112,C=C1(C(=O)C(/O)=C(C)\O1),4-hydroxy-5-methyl-2-methylene-3(2H)-furanone,CPD-10205
GCF_009937745,CPD-10205,C6H6O3,126.112,C=C1(C(=O)C(/O)=C(C)\O1),4-hydroxy-5-methyl-2-methylene-3(2H)-furanone,CPD-10205
PPUT160488,CPD-10205,C6H6O3,126.112,C=C1(C(=O)C(/O)=C(C)\O1),4-hydroxy-5-methyl-2-methylene-3(2H)-furanone,CPD-10205
YEAST,CPD-10205,C6H6O3,126.112,C=C1(C(=O)C(/O)=C(C)\O1),4-hydroxy-5-methyl-2-methylene-3(2H)-furanone,CPD-10205
ECOLI,CPD0-2375,C4H9N1O4,135.119,C(O)[C@H](O)[C@H]([NH3+])C(=O)[O-],4-hydroxy-L-<i>allo</i>-threonine,CPD0-2375
ECOLI,CPD-15057,C5H8N1O5,162.122,C(C(O)C([O-])=O)[C@H]([NH3+])C(=O)[O-],4-hydroxy-L-glutamate,CPD-15057
GCF_000014565,CPD-15057,C5H8N1O5,162.122,C(C(O)C([O-])=O)[C@H]([NH3+])C(=O)[O-],4-hydroxy-L-glutamate,CPD-15057
GCF_000046845,CPD-15057,C5H8N1O5,162.122,C(C(O)C([O-])=O)[C@H]([NH3+])C(=O)[O-],4-hydroxy-L-glutamate,CPD-15057
GCF_009937745,CPD-15057,C5H8N1O5,162.122,C(C(O)C([O-])=O)[C@H]([NH3+])C(=O)[O-],4-hydroxy-L-glutamate,CPD-15057
MTBH37RV,CPD-15057,C5H8N1O5,162.122,C(C(O)C([O-])=O)[C@H]([NH3+])C(=O)[O-],4-hydroxy-L-glutamate,CPD-15057
PPUT160488,CPD-15057,C5H8N1O5,162.122,C(C(O)C([O-])=O)[C@H]([NH3+])C(=O)[O-],4-hydroxy-L-glutamate,CPD-15057
YARROWIA,CPD-15057,C5H8N1O5,162.122,C(C(O)C([O-])=O)[C@H]([NH3+])C(=O)[O-],4-hydroxy-L-glutamate,CPD-15057
YEAST,CPD-15057,C5H8N1O5,162.122,C(C(O)C([O-])=O)[C@H]([NH3+])C(=O)[O-],4-hydroxy-L-glutamate,CPD-15057
GCF_000014565,4-hydroxy-L-lysine,C6H15N2O3,163.196,C(C(O)C[C@H]([NH3+])C([O-])=O)C[NH3+],4-hydroxy-L-lysine,4-hydroxy-L-lysine
GCF_000046845,4-hydroxy-L-lysine,C6H15N2O3,163.196,C(C(O)C[C@H]([NH3+])C([O-])=O)C[NH3+],4-hydroxy-L-lysine,4-hydroxy-L-lysine
GCF_009937745,4-hydroxy-L-lysine,C6H15N2O3,163.196,C(C(O)C[C@H]([NH3+])C([O-])=O)C[NH3+],4-hydroxy-L-lysine,4-hydroxy-L-lysine
PPUT160488,4-hydroxy-L-lysine,C6H15N2O3,163.196,C(C(O)C[C@H]([NH3+])C([O-])=O)C[NH3+],4-hydroxy-L-lysine,4-hydroxy-L-lysine
YARROWIA,4-hydroxy-L-lysine,C6H15N2O3,163.196,C(C(O)C[C@H]([NH3+])C([O-])=O)C[NH3+],4-hydroxy-L-lysine,4-hydroxy-L-lysine
ECOLI,CPD0-2189,C4H9N1O4,135.119,C(O)[C@@H](O)[C@H]([NH3+])C(=O)[O-],4-hydroxy-L-threonine,CPD0-2189
ECOLI,4-HYDROXYBENZALDEHYDE,C7H6O2,122.123,C(C1(\C=C/C(/O)=C\C=1))=O,4-hydroxybenzaldehyde,4-HYDROXYBENZALDEHYDE
GCF_000014565,4-HYDROXYBENZALDEHYDE,C7H6O2,122.123,C(C1(\C=C/C(/O)=C\C=1))=O,4-hydroxybenzaldehyde,4-HYDROXYBENZALDEHYDE
GCF_000046845,4-HYDROXYBENZALDEHYDE,C7H6O2,122.123,C(C1(\C=C/C(/O)=C\C=1))=O,4-hydroxybenzaldehyde,4-HYDROXYBENZALDEHYDE
PPUT160488,4-HYDROXYBENZALDEHYDE,C7H6O2,122.123,C(C1(\C=C/C(/O)=C\C=1))=O,4-hydroxybenzaldehyde,4-HYDROXYBENZALDEHYDE
YEAST,4-HYDROXYBENZALDEHYDE,C7H6O2,122.123,C(C1(\C=C/C(/O)=C\C=1))=O,4-hydroxybenzaldehyde,4-HYDROXYBENZALDEHYDE
ECOLI,4-hydroxybenzoate,C7H5O3,137.115,C(C1(\C=C/C(/O)=C\C=1))(=O)[O-],4-hydroxybenzoate,4-hydroxybenzoate
GCF_000014565,4-hydroxybenzoate,C7H5O3,137.115,C(C1(\C=C/C(/O)=C\C=1))(=O)[O-],4-hydroxybenzoate,4-hydroxybenzoate
GCF_000046845,4-hydroxybenzoate,C7H5O3,137.115,C(C1(\C=C/C(/O)=C\C=1))(=O)[O-],4-hydroxybenzoate,4-hydroxybenzoate
MED4,4-hydroxybenzoate,C7H5O3,137.115,C(C1(\C=C/C(/O)=C\C=1))(=O)[O-],4-hydroxybenzoate,4-hydroxybenzoate
MTBH37RV,4-hydroxybenzoate,C7H5O3,137.115,C(C1(\C=C/C(/O)=C\C=1))(=O)[O-],4-hydroxybenzoate,4-hydroxybenzoate
PPUT160488,4-hydroxybenzoate,C7H5O3,137.115,C(C1(\C=C/C(/O)=C\C=1))(=O)[O-],4-hydroxybenzoate,4-hydroxybenzoate
YARROWIA,4-hydroxybenzoate,C7H5O3,137.115,C(C1(\C=C/C(/O)=C\C=1))(=O)[O-],4-hydroxybenzoate,4-hydroxybenzoate
YEAST,4-hydroxybenzoate,C7H5O3,137.115,C(C1(\C=C/C(/O)=C\C=1))(=O)[O-],4-hydroxybenzoate,4-hydroxybenzoate
ECOLI,4-HYDROXY-BENZYL-ALCOHOL,C7H8O2,124.139,C(C1(\C=C/C(/O)=C\C=1))O,4-hydroxybenzyl alcohol,4-HYDROXY-BENZYL-ALCOHOL
ECOLI,4-HYDROXY-BUTYRATE,C4H7O3,103.097,C(CCC([O-])=O)O,4-hydroxybutanoate,4-HYDROXY-BUTYRATE
PPUT160488,4-HYDROXY-BUTYRATE,C4H7O3,103.097,C(CCC([O-])=O)O,4-hydroxybutanoate,4-HYDROXY-BUTYRATE
YARROWIA,4-HYDROXY-BUTYRATE,C4H7O3,103.097,C(CCC([O-])=O)O,4-hydroxybutanoate,4-HYDROXY-BUTYRATE
PPUT160488,CPD-10457,C7H7N3O5,213.149,CC1(/C(/[N+](=O)[O-])=C\C(\NO)=C/C(/[N+]([O-])=O)=1),"4-hydroxylamino-2,6-dinitrotoluene",CPD-10457
GCF_009937745,CPD-705,C7H6N1O3,152.129,C(=O)([O-])C1(\C=C/C(/NO)=C\C=1),4-hydroxylaminobenzoate,CPD-705
MTBH37RV,CPD-9146,C7H9N1O1,123.154,CC1(\C=C/C(/NO)=C\C=1),4-hydroxylaminotoluene,CPD-9146
ECOLI,4-HYDROXYMANDELATE,C8H7O4,167.141,C1(/C=C(\C=C/C(/C(O)C(=O)[O-])=1)/O),4-hydroxymandelate,4-HYDROXYMANDELATE
GCF_000014565,4-HYDROXYMANDELATE,C8H7O4,167.141,C1(/C=C(\C=C/C(/C(O)C(=O)[O-])=1)/O),4-hydroxymandelate,4-HYDROXYMANDELATE
GCF_000046845,4-HYDROXYMANDELATE,C8H7O4,167.141,C1(/C=C(\C=C/C(/C(O)C(=O)[O-])=1)/O),4-hydroxymandelate,4-HYDROXYMANDELATE
MTBH37RV,4-HYDROXYMANDELATE,C8H7O4,167.141,C1(/C=C(\C=C/C(/C(O)C(=O)[O-])=1)/O),4-hydroxymandelate,4-HYDROXYMANDELATE
PPUT160488,4-HYDROXYMANDELATE,C8H7O4,167.141,C1(/C=C(\C=C/C(/C(O)C(=O)[O-])=1)/O),4-hydroxymandelate,4-HYDROXYMANDELATE
YARROWIA,4-HYDROXYMANDELATE,C8H7O4,167.141,C1(/C=C(\C=C/C(/C(O)C(=O)[O-])=1)/O),4-hydroxymandelate,4-HYDROXYMANDELATE
YEAST,4-HYDROXYMANDELATE,C8H7O4,167.141,C1(/C=C(\C=C/C(/C(O)C(=O)[O-])=1)/O),4-hydroxymandelate,4-HYDROXYMANDELATE
PPUT160488,CPD-20688,C5H9O3,117.124,CC(O)CCC(=O)[O-],4-hydroxypentanoate,CPD-20688
GCF_000014565,CPD-142,C8H5O4,165.125,C(C(C1(\C=C/C(/O)=C\C=1))=O)(=O)[O-],4-hydroxyphenylglyoxylate,CPD-142
YARROWIA,P-HYDROXY-PHENYLPYRUVATE,C9H7O4,179.152,C1(\C(/CC(C([O-])=O)=O)=C/C=C(\C=1)/O),4-hydroxyphenylpyruvate,P-HYDROXY-PHENYLPYRUVATE
MED4,4-hydroxy-2-1H-quinolone,C9H7N1O2,161.16,C1(\C=C/C2(/NC(=O)/C=C(C(/C=1)=2)/O)),4-hydroxyquinolin-2(1<i>H</i>)-one,4-hydroxy-2-1H-quinolone
MTBH37RV,4-hydroxy-2-1H-quinolone,C9H7N1O2,161.16,C1(\C=C/C2(/NC(=O)/C=C(C(/C=1)=2)/O)),4-hydroxyquinolin-2(1<i>H</i>)-one,4-hydroxy-2-1H-quinolone
PPUT160488,4-IMIDAZOLEACETATE,C5H5N2O2,125.107,C1(\N\C=C(CC([O-])=O)/N=1),4-imidazoleacetate,4-IMIDAZOLEACETATE
YARROWIA,4-IMIDAZOLEACETATE,C5H5N2O2,125.107,C1(\N\C=C(CC(=O)[O-])/N=1),4-imidazoleacetate,4-IMIDAZOLEACETATE
GCF_000014565,4-IMIDAZOLONE-5-PROPIONATE,C6H7N2O3,155.133,C(CCC1(C(=O)\N=C/N1))([O-])=O,4-imidazolone-5-propanoate,4-IMIDAZOLONE-5-PROPIONATE
GCF_009937745,4-IMIDAZOLONE-5-PROPIONATE,C6H7N2O3,155.133,C(CCC1(C(=O)\N=C/N1))([O-])=O,4-imidazolone-5-propanoate,4-IMIDAZOLONE-5-PROPIONATE
PPUT160488,4-IMIDAZOLONE-5-PROPIONATE,C6H7N2O3,155.133,C(CCC1(C(=O)\N=C/N1))([O-])=O,4-imidazolone-5-propanoate,4-IMIDAZOLONE-5-PROPIONATE
YEAST,CPD-1002,C10H14O1,150.22,CC(C1(\C=C/C(/CO)=C\C=1))C,4-isopropylbenzyl alcohol,CPD-1002
GCF_000014565,4-MALEYL-ACETOACETATE,C8H6O6,198.132,C([O-])(=O)\C=C/C(=O)CC(=O)CC([O-])=O,4-maleyl-acetoacetate,4-MALEYL-ACETOACETATE
PPUT160488,4-MALEYL-ACETOACETATE,C8H6O6,198.132,C([O-])(=O)\C=C/C(=O)CC(=O)CC([O-])=O,4-maleyl-acetoacetate,4-MALEYL-ACETOACETATE
ECOLI,CPD0-1309,C6H4O3S1Hg1,356.746,C1(\C=C/C(/S(=O)([O-])=O)=C\C=1)[Hg],4-mercuriphenylsulfonate,CPD0-1309
GCF_000014565,CPD-17013,C10H10N2O2,190.201,COC2(\C=C(C1(\N\C=C/C=1))/NC(\C=O)=2),"4-methoxy-2,2'-bipyrrole-5-carbaldehyde",CPD-17013
ECOLI,2K-4CH3-PENTANOATE,C6H9O3,129.135,CC(C)CC(C([O-])=O)=O,4-methyl-2-oxopentanoate,2K-4CH3-PENTANOATE
GCF_000014565,2K-4CH3-PENTANOATE,C6H9O3,129.135,CC(C)CC(C([O-])=O)=O,4-methyl-2-oxopentanoate,2K-4CH3-PENTANOATE
GCF_000046845,2K-4CH3-PENTANOATE,C6H9O3,129.135,CC(C)CC(C([O-])=O)=O,4-methyl-2-oxopentanoate,2K-4CH3-PENTANOATE
GCF_009937745,2K-4CH3-PENTANOATE,C6H9O3,129.135,CC(C)CC(C([O-])=O)=O,4-methyl-2-oxopentanoate,2K-4CH3-PENTANOATE
MED4,2K-4CH3-PENTANOATE,C6H9O3,129.135,CC(C)CC(C([O-])=O)=O,4-methyl-2-oxopentanoate,2K-4CH3-PENTANOATE
MTBH37RV,2K-4CH3-PENTANOATE,C6H9O3,129.135,CC(C)CC(C([O-])=O)=O,4-methyl-2-oxopentanoate,2K-4CH3-PENTANOATE
PPUT160488,2K-4CH3-PENTANOATE,C6H9O3,129.135,CC(C)CC(C([O-])=O)=O,4-methyl-2-oxopentanoate,2K-4CH3-PENTANOATE
YARROWIA,2K-4CH3-PENTANOATE,C6H9O3,129.135,CC(C)CC(C([O-])=O)=O,4-methyl-2-oxopentanoate,2K-4CH3-PENTANOATE
